	MatD230	EM160b	MG230	MatD160	FD90	MatG230	FD160	MatG160	EG160b	MatG90	MatG20	FD20	ED160b	ME160	FD230	MatD90	EG230	EG160	EG90	EG20	EM230	EM160	EM90	EM20	ED230	ED160	ED90	ED20
15/01/2015 11:35	24.002	23.521		23.569	21.987	24.919	23.160	24.195	23.304	23.905	22.178	19.888	23.088	23.136	23.376	23.521	25.065	25.016	22.753	21.485	24.363	23.472	23.569	20.365				
15/01/2015 11:40	24.050	23.593		23.689	22.034	24.871	23.208	24.243	23.352	23.954	22.226	19.888	23.112	23.184	23.424	23.593	24.968	25.065	22.800	21.509	24.436	23.569	23.569	20.388				
15/01/2015 11:45	24.050	23.641		23.761	22.082	24.823	23.232	24.243	23.376	24.002	22.274	19.936	23.112	23.208	23.472	23.641	24.944	25.065	22.824	21.557	24.436	23.617	23.617	20.388				
15/01/2015 11:50	24.026	23.665		23.761	22.154	24.702	23.256	24.243	23.400	24.026	22.274	19.960	23.088	23.208	23.448	23.665	24.871	25.065	22.848	21.557	24.436	23.689	23.641	20.412				
15/01/2015 11:55	24.002	23.689		23.761	22.178	24.605	23.280	24.219	23.424	24.050	22.321	20.007	23.088	23.208	23.400	23.665	24.774	25.065	22.848	21.604	24.436	23.689	23.641	20.436				
15/01/2015 12:00	24.002	23.689		23.761	22.178	24.629	23.304	24.243	23.424	24.050	22.345	20.055	23.112	23.232	23.376	23.689	24.823	25.065	22.872	21.604	24.484	23.641	23.665	20.436				
15/01/2015 12:05	24.074	23.713		23.737	22.202	24.798	23.376	24.315	23.472	24.098	22.369	20.055	23.184	23.280	23.400	23.689	25.065	25.162	22.944	21.628	24.581	23.713	23.737	20.436				
15/01/2015 12:10	24.171	23.785		23.785	22.274	24.968	23.424	24.436	23.545	24.195	22.417	20.055	23.304	23.352	23.521	23.761	25.234	25.258	22.992	21.676	24.653	23.785	23.809	20.460				
15/01/2015 12:15	24.315	23.857		23.881	22.369	25.210	23.545	24.557	23.617	24.315	22.465	20.079	23.424	23.448	23.641	23.857	25.428	25.428	23.112	21.700	24.798	23.857	23.905	20.460				
15/01/2015 12:20	24.460	23.954		24.026	22.441	25.355	23.617	24.677	23.737	24.412	22.489	20.103	23.521	23.593	23.809	23.978	25.550	25.477	23.208	21.724	24.895	24.002	23.930	20.460				
15/01/2015 12:25	24.581	24.050		24.171	22.489	25.477	23.713	24.774	23.809	24.532	22.537	20.126	23.617	23.689	23.905	24.098	25.647	25.574	23.280	21.748	24.968	24.122	24.026	20.460				
15/01/2015 12:30	24.677	24.146		24.315	22.561	25.574	23.785	24.847	23.881	24.581	22.585	20.150	23.713	23.761	24.050	24.195	25.720	25.647	23.352	21.795	25.040	24.171	24.098	20.484				
15/01/2015 12:35	24.774	24.219		24.412	22.609	25.671	23.833	24.944	23.954	24.653	22.609	20.174	23.785	23.833	24.098	24.315	25.768	25.695	23.400	21.819	25.162	24.243	24.146	20.484				
15/01/2015 12:40	24.823	24.315		24.508	22.657	25.720	23.881	24.968	24.026	24.702	22.657	20.198	23.857	23.930	24.171	24.388	25.817	25.817	23.448	21.867	25.137	24.291	24.291	20.507				
15/01/2015 12:45	24.798	24.363		24.581	22.513	25.623	23.785	24.798	24.026	24.581	22.609	20.246	23.857	23.930	24.219	24.436	25.744	25.671	23.328	21.891	24.847	24.315	24.074	20.555				
15/01/2015 12:50	24.677	24.291		24.605	22.369	25.453	23.689	24.581	23.978	24.315	22.465	20.198	23.809	23.809	24.098	24.243	25.623	25.550	23.160	21.819	24.629	24.195	23.881	20.579				
15/01/2015 12:55	24.557	24.195		24.508	22.250	25.331	23.617	24.412	23.905	24.074	22.369	20.126	23.761	23.713	24.026	24.002	25.550	25.453	23.064	21.795	24.532	24.098	23.809	20.579				
15/01/2015 13:00	24.460	24.122		24.363	22.178	25.210	23.569	24.267	23.857	23.881	22.250	20.055	23.737	23.641	23.954	23.809	25.477	25.404	23.016	21.748	24.388	24.050	23.761	20.579				
15/01/2015 13:05	24.363	24.050		24.219	22.130	25.137	23.521	24.171	23.809	23.761	22.178	20.007	23.713	23.617	23.905	23.689	25.477	25.380	22.968	21.748	24.388	24.026	23.737	20.579				
15/01/2015 13:10	24.315	24.002		24.122	22.082	25.065	23.497	24.098	23.785	23.641	22.082	19.984	23.665	23.545	23.833	23.593	25.453	25.355	22.944	21.724	24.339	23.978	23.713	20.579				
15/01/2015 13:15	24.243	23.954		24.026	22.082	24.968	23.497	24.050	23.761	23.593	22.058	19.960	23.665	23.521	23.809	23.521	25.404	25.331	22.992	21.724	24.219	23.857	23.785	20.579				
15/01/2015 13:20	24.195	23.881		23.954	22.082	24.944	23.472	24.002	23.737	23.593	22.034	19.960	23.665	23.472	23.785	23.545	25.404	25.307	23.040	21.700	24.171	23.785	23.833	20.579				
15/01/2015 13:25	24.171	23.809		23.881	22.082	24.919	23.448	23.954	23.713	23.569	22.034	19.960	23.665	23.424	23.761	23.617	25.355	25.283	23.064	21.700	24.171	23.785	23.833	20.579				
15/01/2015 13:30	24.146	23.785		23.809	22.058	24.895	23.424	23.930	23.689	23.569	22.034	19.984	23.641	23.424	23.737	23.641	25.380	25.283	23.040	21.700	24.171	23.833	23.809	20.603				
15/01/2015 13:35	24.122	23.761		23.809	21.987	24.871	23.400	23.881	23.689	23.521	22.011	19.984	23.617	23.400	23.713	23.617	25.331	25.258	22.968	21.724	24.171	23.833	23.785	20.603				
15/01/2015 13:40	24.098	23.761		23.761	21.891	24.871	23.376	23.833	23.665	23.448	21.939	19.960	23.593	23.352	23.713	23.521	25.331	25.234	22.896	21.700	24.146	23.809	23.761	20.627				
15/01/2015 13:45	24.098	23.737		23.689	21.891	24.847	23.352	23.809	23.641	23.400	21.891	19.936	23.593	23.304	23.689	23.424	25.307	25.210	22.872	21.700	24.171	23.809	23.737	20.603				
15/01/2015 13:50	24.074	23.713		23.641	21.843	24.798	23.328	23.785	23.617	23.352	21.891	19.912	23.593	23.280	23.665	23.328	25.307	25.210	22.848	21.676	24.146	23.809	23.713	20.627				
15/01/2015 13:55	24.026	23.689		23.617	21.772	24.774	23.304	23.737	23.617	23.280	21.843	19.888	23.569	23.232	23.665	23.280	25.258	25.186	22.729	21.652	24.122	23.785	23.617	20.650				
15/01/2015 14:00	24.002	23.689		23.569	21.700	24.726	23.280	23.689	23.593	23.184	21.748	19.793	23.521	23.208	23.641	23.184	25.258	25.162	22.609	21.628	24.098	23.737	23.545	20.650				
15/01/2015 14:05	23.954	23.665		23.521	21.652	24.702	23.232	23.665	23.569	23.064	21.652	19.698	23.497	23.160	23.617	23.088	25.186	25.113	22.537	21.604	24.050	23.761	23.545	20.627				
15/01/2015 14:10	23.978	23.665		23.472	21.748	24.750	23.304	23.713	23.569	23.112	21.652	19.627	23.521	23.184	23.593	23.112	25.234	25.137	22.705	21.581	24.098	23.761	23.665	20.603				
15/01/2015 14:15	24.026	23.713		23.545	21.891	24.871	23.376	23.905	23.593	23.256	21.700	19.603	23.545	23.256	23.641	23.208	25.380	25.210	22.824	21.604	24.219	23.833	23.761	20.603				
15/01/2015 14:20	24.195	23.809		23.665	22.154	25.113	23.521	24.146	23.689	23.593	21.891	19.722	23.641	23.376	23.737	23.328	25.525	25.428	23.040	21.676	24.605	23.930	23.978	20.603				
15/01/2015 14:25	24.363	23.954		23.833	22.345	25.331	23.689	24.412	23.809	23.905	22.082	19.817	23.737	23.545	23.905	23.545	25.720	25.598	23.184	21.724	24.968	24.122	24.146	20.603				
15/01/2015 14:30	24.532	24.146		24.050	22.465	25.501	23.785	24.605	23.930	24.171	22.250	19.936	23.857	23.689	24.002	23.737	25.817	25.720	23.328	21.772	25.258	24.315	24.315	20.627				
15/01/2015 14:35	24.702	24.315		24.267	22.585	25.647	23.881	24.774	24.026	24.388	22.393	20.007	23.930	23.833	24.146	23.905	25.866	25.841	23.400	21.819	25.258	24.412	24.388	20.627				
15/01/2015 14:40	24.823	24.436		24.412	22.681	25.744	23.978	24.919	24.122	24.557	22.537	20.103	24.002	23.930	24.219	24.074	25.963	25.914	23.497	21.867	25.307	24.460	24.484	20.627				
15/01/2015 14:45	24.919	24.532		24.581	22.800	25.841	24.074	25.065	24.195	24.677	22.657	20.174	24.074	24.050	24.315	24.195	26.085	25.987	23.569	21.939	25.234	24.484	24.605	20.650				
15/01/2015 14:50	24.992	24.581		24.677	22.848	25.939	24.122	25.137	24.291	24.798	22.753	20.246	24.146	24.122	24.412	24.291	26.085	26.061	23.665	21.987	25.453	24.581	24.653	20.674				
15/01/2015 14:55	25.113	24.677		24.774	22.944	26.012	24.195	25.234	24.363	24.895	22.800	20.293	24.195	24.171	24.460	24.388	26.134	26.134	23.737	22.034	25.453	24.653	24.702	20.674				
15/01/2015 15:00	25.186	24.750		24.871	23.016	26.061	24.267	25.331	24.436	24.992	22.872	20.365	24.267	24.291	24.508	24.484	26.231	26.182	23.785	22.082	25.574	24.702	24.774	20.674				
15/01/2015 15:05	25.258	24.823		24.968	23.088	26.134	24.339	25.404	24.484	25.113	22.944	20.436	24.315	24.339	24.581	24.557	26.304	26.256	23.857	22.130	25.574	24.726	24.847	20.698				
15/01/2015 15:10	25.331	24.847		25.065	23.160	26.182	24.388	25.453	24.557	25.186	23.040	20.484	24.363	24.412	24.653	24.629	26.353	26.329	23.930	22.178	25.623	24.823	24.919	20.722				
15/01/2015 15:15	25.380	24.919		25.113	23.208	26.256	24.460	25.525	24.605	25.258	23.064	20.531	24.436	24.484	24.726	24.702	26.402	26.402	24.002	22.202	25.720	24.847	25.016	20.746				
15/01/2015 15:20	25.453	24.992		25.162	23.256	26.329	24.508	25.574	24.677	25.331	23.136	20.579	24.484	24.532	24.750	24.750	26.426	26.451	24.074	22.250	25.720	24.847	25.089	20.746				
15/01/2015 15:25	25.501	25.016		25.234	23.304	26.378	24.557	25.623	24.726	25.380	23.208	20.627	24.532	24.581	24.823	24.823	26.451	26.500	24.122	22.298	25.793	24.944	25.137	20.770				
15/01/2015 15:30	25.525	25.089		25.283	23.352	26.426	24.605	25.671	24.774	25.453	23.256	20.674	24.581	24.653	24.871	24.871	26.500	26.573	24.171	22.345	25.817	25.016	25.162	20.770				
15/01/2015 15:35	25.574	25.113		25.331	23.424	26.451	24.677	25.720	24.823	25.501	23.304	20.698	24.605	24.702	24.944	24.919	26.549	26.598	24.219	22.369	25.817	25.040	25.186	20.793				
15/01/2015 15:40	25.647	25.137		25.355	23.448	26.524	24.726	25.744	24.871	25.550	23.328	20.746	24.677	24.750	24.968	24.968	26.622	26.646	24.267	22.393	25.914	25.089	25.234	20.793				
15/01/2015 15:45	25.695	25.210		25.404	23.497	26.549	24.750	25.817	24.919	25.598	23.376	20.770	24.726	24.798	25.016	25.016	26.646	26.695	24.315	22.441	25.963	25.137	25.283	20.817				
15/01/2015 15:50	25.720	25.234		25.477	23.569	26.622	24.798	25.866	24.944	25.647	23.424	20.793	24.750	24.847	25.065	25.065	26.695	26.744	24.363	22.465	25.890	25.162	25.331	20.841				
15/01/2015 15:55	25.744	25.283		25.525	23.593	26.646	24.847	25.914	24.992	25.695	23.448	20.841	24.798	24.895	25.113	25.113	26.744	26.769	24.436	22.513	26.036	25.234	25.453	20.841				
15/01/2015 16:00	25.817	25.331		25.550	23.641	26.695	24.871	25.939	25.065	25.744	23.521	20.865	24.847	24.944	25.113	25.137	26.720	26.818	24.460	22.561	26.061	25.234	25.453	20.865				
15/01/2015 16:05	25.817	25.355		25.598	23.665	26.695	24.919	25.939	25.089	25.744	23.545	20.913	24.871	24.968	25.137	25.186	26.793	26.842	24.508	22.585	26.012	25.258	25.501	20.865				
15/01/2015 16:10	25.841	25.380		25.623	23.689	26.720	24.919	25.939	25.137	25.744	23.521	20.936	24.871	25.016	25.162	25.234	26.793	26.867	24.532	22.609	26.036	25.283	25.477	20.889				
15/01/2015 16:15	25.866	25.404		25.647	23.713	26.720	24.944	25.939	25.137	25.744	23.497	20.936	24.919	25.065	25.186	25.234	26.818	26.867	24.532	22.633	26.231	25.355	25.525	20.913				
15/01/2015 16:20	25.890	25.453		25.647	23.737	26.769	24.968	25.939	25.162	25.768	23.472	20.960	24.944	25.065	25.186	25.258	26.818	26.891	24.581	22.657	26.231	25.428	25.550	20.913				
15/01/2015 16:25	25.890	25.501		25.671	23.713	26.744	24.944	25.939	25.186	25.768	23.424	20.984	24.992	25.113	25.186	25.283	26.867	26.891	24.605	22.681	25.890	25.355	25.550	20.936				
15/01/2015 16:30	25.841	25.453		25.695	23.689	26.671	24.895	25.890	25.162	25.744	23.448	20.984	24.968	25.113	25.113	25.283	26.867	26.818	24.581	22.681	25.695	25.283	25.574	20.960				
15/01/2015 16:35	25.744	25.380		25.671	23.665	26.622	24.871	25.866	25.137	25.720	23.448	21.008	24.944	25.065	25.040	25.258	26.793	26.769	24.581	22.705	25.671	25.258	25.550	20.960				
15/01/2015 16:40	25.744	25.331		25.623	23.641	26.598	24.847	25.841	25.137	25.695	23.521	21.008	24.944	25.065	24.992	25.234	26.793	26.744	24.581	22.729	25.623	25.234	25.574	20.984				
15/01/2015 16:45	25.720	25.307		25.598	23.641	26.598	24.823	25.817	25.137	25.671	23.545	21.032	24.944	25.065	24.968	25.234	26.769	26.744	24.605	22.729	25.647	25.258	25.574	21.008				
15/01/2015 16:50	25.695	25.307		25.574	23.593	26.524	24.823	25.720	25.137	25.598	23.521	21.056	24.944	25.065	24.944	25.210	26.769	26.720	24.557	22.776	25.598	25.234	25.404	21.008				
15/01/2015 16:55	25.623	25.283		25.550	23.569	26.475	24.798	25.574	25.089	25.453	23.400	21.008	24.919	24.944	24.895	25.137	26.744	26.695	24.508	22.657	25.671	25.186	25.331	21.008				
15/01/2015 17:00	25.550	25.258		25.453	23.545	26.451	24.774	25.477	25.065	25.307	23.304	20.960	24.895	24.871	24.895	25.040	26.793	26.671	24.508	22.609	25.768	25.162	25.307	21.032				
15/01/2015 17:05	25.501	25.234		25.355	23.521	26.426	24.774	25.380	25.040	25.186	23.208	20.913	24.847	24.823	24.895	24.919	26.769	26.646	24.484	22.585	25.914	25.186	25.283	21.056				
15/01/2015 17:10	25.453	25.234		25.283	23.497	26.353	24.750	25.307	25.016	25.113	23.136	20.865	24.823	24.774	24.871	24.871	26.720	26.622	24.460	22.537	25.939	25.186	25.331	21.056				
15/01/2015 17:15	25.428	25.258		25.210	23.448	26.280	24.726	25.234	24.968	25.040	23.040	20.841	24.798	24.726	24.798	24.798	26.671	26.598	24.436	22.537	25.890	25.162	25.307	21.056				
15/01/2015 17:20	25.355	25.258		25.162	23.424	26.182	24.653	25.162	24.968	24.944	23.016	20.841	24.774	24.677	24.774	24.774	26.646	26.573	24.436	22.537	25.647	25.089	25.258	21.079				
15/01/2015 17:25	25.283	25.186		25.089	23.328	26.085	24.557	25.089	24.919	24.871	22.968	20.793	24.726	24.629	24.702	24.702	26.524	26.475	24.388	22.513	25.380	24.944	25.186	21.079				
15/01/2015 17:30	25.162	25.065		24.968	23.256	25.939	24.484	24.968	24.871	24.774	22.920	20.770	24.677	24.557	24.629	24.581	26.378	26.426	24.339	22.489	25.234	24.871	25.137	21.079				
15/01/2015 17:35	25.065	24.944		24.871	23.208	25.841	24.388	24.871	24.823	24.702	22.872	20.746	24.629	24.484	24.532	24.508	26.304	26.353	24.291	22.465	25.162	24.798	25.089	21.103				
15/01/2015 17:40	24.968	24.871		24.750	23.160	25.720	24.339	24.774	24.774	24.605	22.824	20.722	24.557	24.412	24.460	24.412	26.158	26.304	24.243	22.441	25.065	24.750	25.040	21.103				
15/01/2015 17:45	24.871	24.774		24.629	23.088	25.623	24.291	24.702	24.726	24.532	22.776	20.698	24.508	24.339	24.412	24.339	26.109	26.256	24.195	22.393	25.040	24.702	25.016	21.103				
15/01/2015 17:50	24.847	24.726		24.532	23.040	25.598	24.243	24.653	24.677	24.460	22.753	20.674	24.484	24.267	24.339	24.267	26.109	26.231	24.146	22.369	24.992	24.702	24.968	21.127				
15/01/2015 17:55	24.823	24.677		24.460	22.992	25.598	24.195	24.605	24.653	24.412	22.681	20.650	24.460	24.243	24.315	24.195	26.134	26.207	24.122	22.369	24.992	24.653	24.944	21.103				
15/01/2015 18:00	24.798	24.653		24.412	22.968	25.574	24.195	24.581	24.629	24.363	22.657	20.627	24.436	24.195	24.291	24.171	26.109	26.182	24.098	22.345	24.992	24.629	24.919	21.103				
15/01/2015 18:05	24.774	24.629		24.388	22.920	25.574	24.171	24.557	24.605	24.339	22.657	20.603	24.412	24.171	24.267	24.098	26.109	26.158	24.074	22.345	24.968	24.605	24.919	21.127				
15/01/2015 18:10	24.919	24.605		24.363	22.848	25.695	24.146	24.581	24.581	24.315	22.609	20.603	24.436	24.171	24.291	24.074	25.841	26.158	24.026	22.321	25.065	24.557	24.944	21.127				
15/01/2015 18:15	25.113	24.629		24.388	22.824	25.841	24.171	24.605	24.581	24.291	22.585	20.579	24.460	24.171	24.363	24.074	25.768	26.207	23.978	22.321	25.137	24.557	24.919	21.151				
15/01/2015 18:20	25.234	24.677		24.436	22.776	25.939	24.171	24.629	24.605	24.267	22.561	20.555	24.484	24.195	24.460	24.050	25.720	26.231	23.930	22.298	25.162	24.581	24.895	21.151				
15/01/2015 18:25	25.331	24.702		24.484	22.753	26.012	24.195	24.653	24.629	24.243	22.561	20.555	24.484	24.195	24.484	24.050	25.695	26.256	23.930	22.298	25.162	24.557	24.895	21.151				
15/01/2015 18:30	25.380	24.726		24.508	22.729	26.036	24.195	24.677	24.629	24.243	22.561	20.555	24.508	24.195	24.532	24.050	25.671	26.256	23.905	22.298	25.186	24.557	24.895	21.151				
15/01/2015 18:35	25.428	24.750		24.532	22.705	26.085	24.195	24.677	24.653	24.219	22.537	20.531	24.508	24.219	24.557	24.050	25.671	26.280	23.881	22.274	25.186	24.557	24.871	21.151				
15/01/2015 18:40	25.453	24.750		24.557	22.681	26.085	24.195	24.702	24.653	24.219	22.513	20.531	24.508	24.219	24.557	24.050	25.671	26.256	23.857	22.274	25.210	24.557	24.871	21.151				
15/01/2015 18:45	25.477	24.750		24.581	22.657	26.134	24.195	24.702	24.653	24.219	22.513	20.507	24.532	24.219	24.581	24.026	25.671	26.280	23.857	22.250	25.210	24.557	24.847	21.151				
15/01/2015 18:50	25.501	24.750		24.581	22.657	26.134	24.195	24.702	24.677	24.195	22.513	20.507	24.532	24.219	24.581	24.026	25.647	26.256	23.833	22.250	25.186	24.557	24.847	21.175				
15/01/2015 18:55	25.501	24.750		24.581	22.657	26.134	24.195	24.702	24.677	24.219	22.489	20.484	24.532	24.219	24.605	24.026	25.623	26.256	23.833	22.250	25.210	24.557	24.847	21.151				
15/01/2015 19:00	25.525	24.750		24.581	22.657	26.134	24.195	24.726	24.677	24.195	22.465	20.484	24.532	24.219	24.629	24.026	25.647	26.256	23.833	22.250	25.210	24.532	24.847	21.175				
15/01/2015 19:05	25.525	24.774		24.581	22.633	26.134	24.195	24.702	24.677	24.195	22.465	20.484	24.532	24.219	24.629	24.026	25.623	26.256	23.809	22.226	25.210	24.532	24.823	21.175				
15/01/2015 19:10	25.525	24.774		24.581	22.633	26.134	24.195	24.702	24.677	24.195	22.465	20.460	24.557	24.219	24.629	24.026	25.623	26.256	23.809	22.226	25.234	24.532	24.823	21.175				
15/01/2015 19:15	25.525	24.774		24.581	22.609	26.134	24.195	24.726	24.677	24.195	22.465	20.460	24.557	24.219	24.629	24.002	25.598	26.256	23.785	22.226	25.210	24.532	24.823	21.175				
15/01/2015 19:20	25.525	24.750		24.581	22.609	26.134	24.195	24.702	24.677	24.195	22.465	20.460	24.532	24.195	24.629	24.002	25.623	26.256	23.785	22.226	25.186	24.532	24.823	21.199				
15/01/2015 19:25	25.550	24.750		24.581	22.609	26.134	24.195	24.702	24.677	24.195	22.465	20.436	24.532	24.219	24.629	24.002	25.598	26.256	23.785	22.202	25.210	24.508	24.798	21.175				
15/01/2015 19:30	25.550	24.750		24.581	22.585	26.158	24.171	24.702	24.677	24.195	22.465	20.436	24.557	24.219	24.629	24.002	25.598	26.256	23.785	22.202	25.186	24.508	24.798	21.175				
15/01/2015 19:35	25.550	24.750		24.581	22.585	26.134	24.171	24.702	24.677	24.195	22.441	20.436	24.557	24.219	24.629	24.002	25.598	26.256	23.761	22.202	25.186	24.532	24.798	21.175				
15/01/2015 19:40	25.550	24.750		24.581	22.585	26.158	24.171	24.702	24.653	24.195	22.441	20.436	24.557	24.219	24.629	24.002	25.623	26.256	23.761	22.202	25.210	24.532	24.798	21.199				
15/01/2015 19:45	25.550	24.750		24.581	22.585	26.158	24.171	24.702	24.653	24.195	22.441	20.436	24.557	24.195	24.629	24.002	25.623	26.256	23.761	22.202	25.234	24.532	24.798	21.199				
15/01/2015 19:50	25.550	24.750		24.581	22.585	26.158	24.171	24.702	24.653	24.195	22.441	20.436	24.557	24.195	24.629	24.002	25.598	26.256	23.761	22.202	25.210	24.532	24.774	21.199				
15/01/2015 19:55	25.550	24.750		24.581	22.561	26.158	24.171	24.702	24.653	24.171	22.441	20.412	24.557	24.195	24.629	24.002	25.623	26.256	23.737	22.202	25.162	24.508	24.774	21.199				
15/01/2015 20:00	25.550	24.750		24.581	22.561	26.158	24.171	24.702	24.653	24.171	22.417	20.412	24.532	24.195	24.653	23.978	25.598	26.256	23.737	22.178	25.186	24.508	24.774	21.199				
15/01/2015 20:05	25.525	24.750		24.581	22.561	26.134	24.171	24.677	24.653	24.171	22.417	20.412	24.532	24.195	24.629	23.978	25.598	26.231	23.737	22.202	25.210	24.508	24.774	21.199				
15/01/2015 20:10	25.501	24.726		24.581	22.561	26.061	24.146	24.677	24.653	24.171	22.417	20.388	24.532	24.195	24.605	23.978	25.574	26.231	23.737	22.178	25.137	24.508	24.774	21.223				
15/01/2015 20:15	25.380	24.726		24.557	22.537	25.939	24.098	24.605	24.629	24.146	22.417	20.388	24.484	24.171	24.532	23.954	25.477	26.182	23.713	22.178	25.016	24.460	24.750	21.223				
15/01/2015 20:20	25.234	24.677		24.508	22.489	25.720	24.050	24.508	24.581	24.098	22.393	20.365	24.388	24.122	24.436	23.930	25.380	26.109	23.689	22.178	24.871	24.388	24.726	21.223				
15/01/2015 20:25	25.040	24.605		24.436	22.465	25.501	23.954	24.412	24.532	24.026	22.369	20.365	24.315	24.050	24.315	23.881	25.234	26.036	23.641	22.154	24.774	24.315	24.702	21.223				
15/01/2015 20:30	24.847	24.532		24.363	22.441	25.283	23.881	24.291	24.484	23.954	22.345	20.365	24.219	23.954	24.195	23.809	25.113	25.963	23.617	22.154	24.677	24.219	24.677	21.223				
15/01/2015 20:35	24.677	24.436		24.243	22.393	25.089	23.785	24.195	24.412	23.881	22.298	20.341	24.146	23.881	24.098	23.737	24.992	25.890	23.569	22.130	24.557	24.146	24.653	21.223				
15/01/2015 20:40	24.508	24.388		24.146	22.369	24.871	23.689	24.074	24.363	23.785	22.274	20.317	24.050	23.785	23.978	23.689	24.895	25.817	23.521	22.130	24.460	24.050	24.605	21.246				
15/01/2015 20:45	24.363	24.291		24.026	22.321	24.677	23.617	23.954	24.291	23.713	22.250	20.293	23.978	23.713	23.857	23.617	24.798	25.744	23.472	22.106	24.363	23.978	24.557	21.246				
15/01/2015 20:50	24.195	24.219		23.905	22.274	24.532	23.521	23.833	24.219	23.617	22.202	20.269	23.881	23.617	23.737	23.521	24.702	25.671	23.424	22.082	24.291	23.905	24.532	21.246				
15/01/2015 20:55	24.074	24.146		23.785	22.226	24.388	23.424	23.737	24.171	23.521	22.178	20.246	23.809	23.521	23.641	23.424	24.629	25.598	23.376	22.082	24.219	23.833	24.484	21.246				
15/01/2015 21:00	23.978	24.098		23.665	22.178	24.291	23.352	23.641	24.098	23.424	22.154	20.198	23.737	23.424	23.545	23.376	24.557	25.525	23.328	22.058	24.146	23.761	24.436	21.246				
15/01/2015 21:05	23.881	24.026		23.593	22.130	24.195	23.280	23.545	24.050	23.376	22.106	20.174	23.665	23.376	23.448	23.304	24.508	25.501	23.280	22.034	24.098	23.713	24.388	21.246				
15/01/2015 21:10	23.809	23.954		23.497	22.082	24.122	23.232	23.472	24.002	23.304	22.082	20.150	23.617	23.304	23.376	23.232	24.436	25.428	23.256	22.011	24.050	23.665	24.339	21.246				
15/01/2015 21:15	23.737	23.905		23.424	22.058	24.050	23.160	23.424	23.954	23.232	22.058	20.126	23.545	23.232	23.304	23.184	24.388	25.380	23.208	22.011	24.002	23.641	24.315	21.246				
15/01/2015 21:20	23.665	23.857		23.352	22.011	23.978	23.112	23.352	23.905	23.184	22.011	20.103	23.497	23.184	23.256	23.136	24.315	25.331	23.160	21.987	23.954	23.593	24.291	21.246				
15/01/2015 21:25	23.617	23.809		23.304	21.987	23.930	23.040	23.304	23.881	23.136	21.987	20.079	23.448	23.136	23.184	23.064	24.267	25.307	23.136	21.963	23.905	23.545	24.243	21.223				
15/01/2015 21:30	23.545	23.761		23.232	21.891	23.881	22.992	23.256	23.833	23.088	21.939	20.079	23.400	23.088	23.136	23.040	24.219	25.258	23.112	21.963	23.857	23.497	24.195	21.223				
15/01/2015 21:35	23.521	23.713		23.184	21.891	23.857	22.944	23.208	23.809	23.040	21.891	20.055	23.352	23.040	23.064	22.992	24.171	25.210	23.064	21.939	23.833	23.448	24.171	21.199				
15/01/2015 21:40	23.448	23.689		23.136	21.867	23.809	22.896	23.160	23.761	22.992	21.891	20.031	23.328	22.992	23.016	22.944	24.122	25.162	23.016	21.939	23.785	23.424	24.146	21.175				
15/01/2015 21:45	23.424	23.665		23.112	21.843	23.761	22.848	23.112	23.737	22.944	21.891	19.984	23.280	22.944	22.968	22.920	24.074	25.137	22.992	21.915	23.761	23.376	24.098	21.175				
15/01/2015 21:50	23.400	23.617		23.064	21.795	23.737	22.824	23.088	23.689	22.920	21.843	19.984	23.232	22.896	22.920	22.872	24.026	25.089	22.968	21.891	23.713	23.352	24.074	21.175				
15/01/2015 21:55	23.352	23.569		23.040	21.772	23.689	22.776	23.040	23.641	22.872	21.843	19.960	23.184	22.872	22.872	22.824	23.978	25.065	22.920	21.867	23.665	23.304	24.050	21.151				
15/01/2015 22:00	23.304	23.545		22.992	21.724	23.665	22.753	23.016	23.617	22.848	21.795	19.960	23.136	22.824	22.848	22.800	23.954	25.016	22.896	21.867	23.641	23.280	24.026	21.151				
15/01/2015 22:05	23.280	23.497		22.968	21.700	23.617	22.705	22.968	23.593	22.800	21.795	19.936	23.112	22.776	22.800	22.753	23.905	24.968	22.848	21.843	23.593	23.232	23.978	21.151				
15/01/2015 22:10	23.256	23.472		22.920	21.676	23.593	22.657	22.944	23.545	22.776	21.772	19.912	23.088	22.753	22.753	22.729	23.857	24.944	22.824	21.819	23.569	23.208	23.954	21.127				
15/01/2015 22:15	23.208	23.424		22.896	21.652	23.569	22.633	22.920	23.521	22.729	21.748	19.888	23.040	22.729	22.705	22.705	23.833	24.919	22.800	21.819	23.545	23.184	23.930	21.103				
15/01/2015 22:20	23.184	23.400		22.872	21.628	23.545	22.585	22.872	23.497	22.705	21.724	19.865	23.016	22.681	22.657	22.657	23.785	24.871	22.776	21.795	23.521	23.136	23.905	21.103				
15/01/2015 22:25	23.160	23.376		22.824	21.604	23.521	22.561	22.848	23.448	22.657	21.700	19.865	22.992	22.633	22.633	22.633	23.761	24.847	22.753	21.795	23.472	23.112	23.881	21.079				
15/01/2015 22:30	23.136	23.328		22.800	21.581	23.472	22.537	22.824	23.424	22.657	21.700	19.841	22.944	22.609	22.609	22.609	23.737	24.823	22.729	21.772	23.448	23.088	23.857	21.079				
15/01/2015 22:35	23.112	23.328		22.776	21.533	23.424	22.489	22.800	23.400	22.633	21.676	19.817	22.920	22.585	22.585	22.585	23.689	24.798	22.681	21.772	23.424	23.064	23.833	21.079				
